fname,liveness_score,frame_count,fold
197.mp4,1,161,4.0
198.mp4,0,160,2.0
199.mp4,1,162,2.0
203.mp4,1,152,2.0
204.mp4,1,138,3.0
205.mp4,1,160,0.0
207.mp4,1,152,1.0
209.mp4,0,150,1.0
210.mp4,1,151,2.0
211.mp4,0,128,0.0
213.mp4,1,162,4.0
217.mp4,0,160,0.0
218.mp4,1,150,2.0
219.mp4,1,150,0.0
222.mp4,1,145,1.0
225.mp4,1,152,2.0
227.mp4,1,152,3.0
229.mp4,0,151,1.0
231.mp4,1,150,2.0
236.mp4,1,152,0.0
238.mp4,1,152,0.0
240.mp4,1,143,1.0
241.mp4,0,150,2.0
242.mp4,1,152,1.0
243.mp4,0,160,1.0
244.mp4,1,152,4.0
246.mp4,0,150,2.0
247.mp4,1,152,2.0
248.mp4,1,110,4.0
249.mp4,0,150,0.0
251.mp4,0,150,0.0
252.mp4,1,152,2.0
253.mp4,0,149,2.0
254.mp4,0,150,3.0
255.mp4,0,151,1.0
256.mp4,1,152,3.0
257.mp4,1,152,3.0
258.mp4,0,149,1.0
259.mp4,0,150,3.0
260.mp4,1,152,2.0
261.mp4,1,162,3.0
262.mp4,0,149,1.0
264.mp4,1,151,0.0
265.mp4,0,150,4.0
267.mp4,0,160,3.0
268.mp4,0,149,1.0
269.mp4,0,160,1.0
270.mp4,0,150,0.0
272.mp4,1,152,4.0
274.mp4,1,150,1.0
275.mp4,1,152,3.0
279.mp4,0,160,0.0
281.mp4,0,150,2.0
284.mp4,1,152,1.0
285.mp4,0,160,2.0
287.mp4,1,160,0.0
288.mp4,0,160,4.0
290.mp4,1,152,0.0
292.mp4,1,152,0.0
295.mp4,0,150,1.0
296.mp4,1,147,3.0
298.mp4,1,152,0.0
299.mp4,1,150,3.0
304.mp4,0,150,3.0
306.mp4,0,150,0.0
307.mp4,1,145,3.0
308.mp4,0,160,3.0
309.mp4,1,152,1.0
310.mp4,0,150,0.0
312.mp4,0,160,4.0
313.mp4,0,105,1.0
314.mp4,0,160,1.0
316.mp4,1,145,2.0
317.mp4,0,160,2.0
321.mp4,1,145,2.0
322.mp4,0,150,1.0
326.mp4,1,145,0.0
327.mp4,1,152,2.0
328.mp4,0,160,0.0
329.mp4,1,152,0.0
332.mp4,1,152,3.0
333.mp4,0,150,3.0
334.mp4,0,149,3.0
336.mp4,1,125,4.0
337.mp4,0,160,0.0
339.mp4,1,151,3.0
340.mp4,1,152,1.0
341.mp4,1,160,3.0
343.mp4,1,152,0.0
344.mp4,0,150,1.0
345.mp4,0,160,2.0
346.mp4,0,160,0.0
347.mp4,0,160,4.0
349.mp4,1,145,0.0
350.mp4,1,152,1.0
351.mp4,0,160,1.0
353.mp4,1,152,1.0
354.mp4,1,147,0.0
356.mp4,1,152,2.0
359.mp4,1,150,2.0
361.mp4,1,162,4.0
363.mp4,0,151,2.0
365.mp4,0,150,1.0
366.mp4,0,160,4.0
367.mp4,0,151,3.0
369.mp4,0,160,1.0
371.mp4,1,150,0.0
372.mp4,1,152,4.0
373.mp4,0,160,0.0
374.mp4,1,162,4.0
375.mp4,1,145,0.0
376.mp4,1,145,0.0
379.mp4,1,160,4.0
382.mp4,1,160,4.0
383.mp4,1,145,0.0
385.mp4,1,152,0.0
386.mp4,0,160,0.0
388.mp4,0,151,0.0
389.mp4,0,160,1.0
390.mp4,0,151,4.0
391.mp4,1,152,0.0
393.mp4,1,19,3.0
395.mp4,1,162,1.0
396.mp4,0,160,4.0
398.mp4,1,152,4.0
399.mp4,0,150,4.0
401.mp4,1,152,2.0
402.mp4,1,150,0.0
405.mp4,0,160,2.0
407.mp4,0,150,2.0
408.mp4,1,152,1.0
409.mp4,1,160,2.0
413.mp4,0,160,2.0
414.mp4,1,152,2.0
416.mp4,1,152,2.0
417.mp4,0,160,1.0
418.mp4,0,149,2.0
421.mp4,1,152,3.0
422.mp4,1,152,4.0
423.mp4,1,145,4.0
424.mp4,1,152,1.0
425.mp4,1,152,1.0
426.mp4,1,151,3.0
428.mp4,0,150,0.0
429.mp4,1,152,4.0
430.mp4,1,152,1.0
431.mp4,0,150,1.0
432.mp4,1,150,4.0
433.mp4,1,152,4.0
434.mp4,0,150,2.0
435.mp4,0,160,4.0
438.mp4,1,145,4.0
439.mp4,1,152,3.0
440.mp4,1,145,1.0
441.mp4,1,152,3.0
444.mp4,1,152,4.0
446.mp4,0,149,0.0
447.mp4,1,152,2.0
448.mp4,0,150,0.0
452.mp4,1,152,1.0
453.mp4,1,160,1.0
454.mp4,0,160,4.0
455.mp4,0,150,1.0
456.mp4,0,150,0.0
457.mp4,0,150,3.0
458.mp4,0,160,2.0
459.mp4,0,150,1.0
461.mp4,0,160,1.0
462.mp4,0,149,4.0
463.mp4,1,160,4.0
464.mp4,1,147,3.0
465.mp4,0,160,2.0
467.mp4,0,148,2.0
468.mp4,0,150,4.0
469.mp4,1,152,4.0
470.mp4,1,111,0.0
471.mp4,0,150,2.0
472.mp4,1,162,1.0
473.mp4,1,152,3.0
477.mp4,1,152,3.0
478.mp4,1,87,0.0
480.mp4,1,152,1.0
483.mp4,0,150,3.0
485.mp4,0,126,2.0
489.mp4,0,150,3.0
490.mp4,1,152,3.0
491.mp4,1,152,0.0
492.mp4,0,160,4.0
493.mp4,1,162,0.0
494.mp4,0,160,4.0
495.mp4,0,160,2.0
497.mp4,1,145,2.0
501.mp4,0,160,1.0
503.mp4,0,105,0.0
504.mp4,1,160,4.0
506.mp4,1,160,0.0
508.mp4,1,102,0.0
511.mp4,0,150,1.0
512.mp4,0,160,0.0
514.mp4,0,151,4.0
515.mp4,1,152,0.0
517.mp4,0,160,3.0
518.mp4,0,148,3.0
519.mp4,0,160,4.0
520.mp4,0,150,1.0
521.mp4,0,160,1.0
524.mp4,0,151,1.0
526.mp4,0,150,3.0
530.mp4,0,150,1.0
533.mp4,0,160,0.0
534.mp4,1,152,2.0
535.mp4,1,152,4.0
536.mp4,0,148,1.0
541.mp4,1,152,1.0
543.mp4,1,152,1.0
544.mp4,1,152,4.0
546.mp4,1,150,0.0
547.mp4,1,85,4.0
548.mp4,0,160,1.0
549.mp4,1,162,2.0
550.mp4,0,160,2.0
551.mp4,1,151,0.0
553.mp4,0,148,2.0
554.mp4,1,162,1.0
555.mp4,1,150,4.0
556.mp4,1,152,1.0
558.mp4,1,152,3.0
559.mp4,0,160,2.0
560.mp4,1,150,0.0
561.mp4,0,150,4.0
564.mp4,0,150,3.0
565.mp4,0,150,2.0
568.mp4,0,150,3.0
570.mp4,0,105,1.0
571.mp4,0,150,2.0
572.mp4,0,160,1.0
576.mp4,1,152,3.0
577.mp4,0,150,4.0
579.mp4,0,160,4.0
580.mp4,1,150,4.0
582.mp4,1,126,1.0
584.mp4,1,145,4.0
585.mp4,0,160,3.0
589.mp4,0,151,0.0
591.mp4,1,152,0.0
593.mp4,1,106,3.0
594.mp4,1,162,0.0
595.mp4,1,152,2.0
596.mp4,1,152,0.0
597.mp4,1,152,1.0
598.mp4,0,160,4.0
599.mp4,0,160,2.0
600.mp4,1,160,3.0
601.mp4,0,160,0.0
603.mp4,0,149,1.0
605.mp4,1,152,3.0
608.mp4,1,151,4.0
609.mp4,0,151,4.0
610.mp4,0,160,1.0
612.mp4,1,152,0.0
613.mp4,1,150,4.0
615.mp4,1,152,0.0
618.mp4,0,150,2.0
619.mp4,0,150,4.0
620.mp4,1,152,4.0
622.mp4,0,150,0.0
623.mp4,1,152,1.0
624.mp4,1,152,1.0
627.mp4,0,160,3.0
628.mp4,0,126,2.0
629.mp4,0,160,3.0
630.mp4,1,152,1.0
631.mp4,1,152,1.0
632.mp4,1,145,2.0
635.mp4,0,150,2.0
636.mp4,0,150,1.0
637.mp4,1,152,3.0
639.mp4,0,149,4.0
641.mp4,0,150,3.0
642.mp4,0,151,2.0
643.mp4,0,160,3.0
644.mp4,0,160,0.0
645.mp4,1,152,4.0
650.mp4,1,152,0.0
651.mp4,0,160,3.0
652.mp4,1,152,3.0
653.mp4,0,150,0.0
655.mp4,1,162,4.0
656.mp4,0,160,4.0
657.mp4,1,150,3.0
658.mp4,0,160,1.0
662.mp4,1,160,4.0
663.mp4,1,160,1.0
664.mp4,1,152,1.0
667.mp4,0,150,4.0
668.mp4,0,150,2.0
670.mp4,0,160,3.0
673.mp4,0,150,0.0
674.mp4,1,100,2.0
676.mp4,1,145,1.0
678.mp4,1,145,4.0
681.mp4,1,152,1.0
682.mp4,0,160,1.0
684.mp4,0,160,4.0
685.mp4,1,152,2.0
686.mp4,1,150,3.0
687.mp4,1,145,2.0
688.mp4,0,150,4.0
690.mp4,1,152,2.0
691.mp4,1,152,2.0
692.mp4,1,152,0.0
693.mp4,1,102,1.0
694.mp4,0,150,2.0
695.mp4,0,160,2.0
697.mp4,1,150,2.0
698.mp4,0,150,4.0
699.mp4,1,152,2.0
700.mp4,1,150,0.0
702.mp4,1,152,1.0
704.mp4,0,160,3.0
706.mp4,0,150,2.0
709.mp4,1,152,4.0
710.mp4,0,160,1.0
711.mp4,0,150,2.0
713.mp4,1,152,0.0
715.mp4,0,150,1.0
716.mp4,0,150,3.0
718.mp4,1,152,0.0
719.mp4,1,152,2.0
720.mp4,1,152,3.0
721.mp4,0,160,2.0
723.mp4,0,160,2.0
726.mp4,0,150,2.0
727.mp4,1,160,3.0
729.mp4,0,150,3.0
732.mp4,0,149,4.0
734.mp4,1,152,1.0
735.mp4,0,160,0.0
736.mp4,0,160,3.0
737.mp4,1,152,2.0
738.mp4,0,160,0.0
739.mp4,0,150,1.0
741.mp4,0,150,3.0
742.mp4,0,160,1.0
744.mp4,1,152,0.0
745.mp4,0,150,1.0
746.mp4,0,160,1.0
747.mp4,0,160,1.0
750.mp4,0,149,1.0
751.mp4,0,148,4.0
753.mp4,1,152,0.0
754.mp4,0,160,1.0
755.mp4,0,160,0.0
756.mp4,1,152,3.0
758.mp4,1,152,4.0
759.mp4,1,152,4.0
763.mp4,1,152,1.0
764.mp4,0,150,0.0
769.mp4,1,152,1.0
771.mp4,0,126,2.0
772.mp4,1,152,4.0
774.mp4,0,150,4.0
775.mp4,1,152,2.0
778.mp4,0,160,0.0
780.mp4,0,160,2.0
781.mp4,1,120,0.0
782.mp4,0,160,0.0
784.mp4,0,160,0.0
785.mp4,1,150,0.0
787.mp4,1,160,0.0
788.mp4,0,150,4.0
791.mp4,1,152,1.0
792.mp4,1,152,4.0
795.mp4,1,152,3.0
796.mp4,0,160,3.0
797.mp4,1,162,1.0
798.mp4,1,152,2.0
800.mp4,0,160,1.0
802.mp4,0,150,2.0
803.mp4,0,160,3.0
804.mp4,1,150,4.0
805.mp4,1,145,2.0
807.mp4,0,126,3.0
809.mp4,0,160,3.0
810.mp4,0,160,3.0
811.mp4,0,160,4.0
812.mp4,0,160,1.0
813.mp4,0,160,3.0
814.mp4,1,160,0.0
815.mp4,1,151,2.0
816.mp4,0,160,3.0
817.mp4,1,162,1.0
818.mp4,1,160,1.0
819.mp4,1,150,3.0
820.mp4,0,160,1.0
821.mp4,1,145,4.0
823.mp4,1,152,4.0
824.mp4,1,160,2.0
825.mp4,1,152,4.0
827.mp4,1,152,2.0
834.mp4,1,152,1.0
835.mp4,1,150,1.0
836.mp4,1,152,2.0
837.mp4,0,150,0.0
838.mp4,0,150,2.0
839.mp4,1,152,0.0
840.mp4,0,160,3.0
842.mp4,1,162,4.0
844.mp4,1,151,1.0
845.mp4,1,152,4.0
846.mp4,0,150,3.0
847.mp4,1,152,3.0
849.mp4,0,160,2.0
850.mp4,0,150,2.0
851.mp4,1,152,4.0
852.mp4,0,160,4.0
855.mp4,1,152,0.0
856.mp4,1,150,3.0
858.mp4,1,151,0.0
859.mp4,1,152,3.0
860.mp4,0,160,4.0
862.mp4,0,160,0.0
863.mp4,0,107,3.0
864.mp4,1,152,4.0
865.mp4,1,126,1.0
869.mp4,1,150,0.0
870.mp4,1,152,1.0
871.mp4,1,126,0.0
873.mp4,1,162,4.0
874.mp4,1,150,0.0
875.mp4,1,152,2.0
877.mp4,0,151,1.0
878.mp4,0,160,4.0
885.mp4,1,152,2.0
886.mp4,0,160,0.0
887.mp4,0,150,1.0
888.mp4,1,162,2.0
889.mp4,1,150,2.0
893.mp4,1,152,0.0
894.mp4,0,151,0.0
895.mp4,0,160,3.0
896.mp4,1,152,1.0
897.mp4,1,151,3.0
899.mp4,0,160,4.0
900.mp4,1,126,3.0
903.mp4,0,160,2.0
904.mp4,0,160,3.0
907.mp4,0,126,1.0
908.mp4,1,152,4.0
910.mp4,0,151,0.0
911.mp4,0,150,1.0
912.mp4,1,152,1.0
913.mp4,1,150,3.0
914.mp4,0,150,3.0
920.mp4,0,160,4.0
921.mp4,0,160,2.0
926.mp4,1,152,2.0
927.mp4,1,150,4.0
928.mp4,0,160,4.0
929.mp4,1,152,2.0
931.mp4,0,160,2.0
934.mp4,0,150,3.0
936.mp4,1,162,0.0
937.mp4,0,160,2.0
938.mp4,0,150,3.0
941.mp4,0,160,4.0
943.mp4,0,160,3.0
945.mp4,1,152,1.0
946.mp4,1,152,0.0
947.mp4,0,160,1.0
948.mp4,1,152,3.0
950.mp4,1,152,0.0
951.mp4,1,150,4.0
952.mp4,0,150,2.0
954.mp4,1,150,4.0
958.mp4,0,160,0.0
961.mp4,1,158,4.0
963.mp4,1,145,1.0
967.mp4,0,150,0.0
969.mp4,1,145,0.0
974.mp4,0,160,2.0
975.mp4,1,152,1.0
976.mp4,1,152,1.0
977.mp4,0,150,1.0
980.mp4,1,152,2.0
982.mp4,0,150,2.0
985.mp4,0,148,0.0
986.mp4,1,152,0.0
987.mp4,1,162,4.0
988.mp4,1,152,0.0
990.mp4,1,162,4.0
991.mp4,1,152,3.0
992.mp4,1,152,3.0
993.mp4,0,150,3.0
994.mp4,0,160,0.0
995.mp4,1,152,0.0
996.mp4,0,150,3.0
997.mp4,1,152,3.0
998.mp4,0,160,1.0
999.mp4,0,126,0.0
1002.mp4,1,162,1.0
1003.mp4,0,150,0.0
1004.mp4,0,150,4.0
1007.mp4,1,145,2.0
1008.mp4,1,162,1.0
1012.mp4,0,160,0.0
1014.mp4,0,150,2.0
1015.mp4,0,150,4.0
1016.mp4,1,152,2.0
1017.mp4,0,160,1.0
1018.mp4,1,152,0.0
1019.mp4,0,160,4.0
1020.mp4,0,160,4.0
1021.mp4,1,145,3.0
1024.mp4,1,152,1.0
1026.mp4,0,150,4.0
1027.mp4,0,150,3.0
1028.mp4,0,150,1.0
1029.mp4,0,150,0.0
1030.mp4,0,150,3.0
1031.mp4,1,150,1.0
1033.mp4,1,152,0.0
1034.mp4,0,160,3.0
1035.mp4,1,63,0.0
1038.mp4,0,160,4.0
1040.mp4,1,151,3.0
1042.mp4,1,160,1.0
1043.mp4,0,150,4.0
1044.mp4,1,120,3.0
1046.mp4,1,145,3.0
1047.mp4,0,150,2.0
1050.mp4,1,162,4.0
1051.mp4,1,138,3.0
1052.mp4,0,160,0.0
1053.mp4,0,160,3.0
1054.mp4,0,160,3.0
1055.mp4,0,160,3.0
1056.mp4,0,160,3.0
1058.mp4,0,150,1.0
1059.mp4,1,152,1.0
1060.mp4,0,160,0.0
1061.mp4,1,152,0.0
1064.mp4,1,147,2.0
1065.mp4,0,160,2.0
1066.mp4,1,152,0.0
1067.mp4,1,151,0.0
1068.mp4,1,161,4.0
1069.mp4,1,152,2.0
1070.mp4,0,160,1.0
1071.mp4,1,145,1.0
1072.mp4,1,152,3.0
1074.mp4,0,160,4.0
1075.mp4,0,150,0.0
1076.mp4,1,160,0.0
1077.mp4,1,152,4.0
1078.mp4,0,160,2.0
1081.mp4,0,160,0.0
1083.mp4,0,150,2.0
1086.mp4,0,149,3.0
1087.mp4,0,160,0.0
1088.mp4,0,150,0.0
1089.mp4,1,162,3.0
1090.mp4,0,149,4.0
1093.mp4,0,160,3.0
1094.mp4,1,152,1.0
1095.mp4,0,160,3.0
1096.mp4,0,160,3.0
1097.mp4,0,150,4.0
1098.mp4,1,152,2.0
1099.mp4,0,160,1.0
1100.mp4,1,152,4.0
1101.mp4,0,149,1.0
1103.mp4,0,150,1.0
1104.mp4,0,160,1.0
1106.mp4,0,160,3.0
1108.mp4,0,160,3.0
1109.mp4,0,160,3.0
1110.mp4,1,152,3.0
1111.mp4,0,150,3.0
1112.mp4,0,150,4.0
1114.mp4,1,160,0.0
1117.mp4,0,150,2.0
1119.mp4,1,152,1.0
1120.mp4,1,152,4.0
1123.mp4,0,149,3.0
1124.mp4,0,160,2.0
1125.mp4,1,142,4.0
1126.mp4,0,150,4.0
1127.mp4,1,160,1.0
1129.mp4,1,150,4.0
1130.mp4,0,150,3.0
1131.mp4,0,150,0.0
1135.mp4,0,160,2.0
1136.mp4,0,126,0.0
1137.mp4,1,152,4.0
1138.mp4,0,150,1.0
1139.mp4,1,152,3.0
1140.mp4,0,160,1.0
1142.mp4,0,150,0.0
1145.mp4,0,160,2.0
1146.mp4,1,16,4.0
1148.mp4,0,119,2.0
1152.mp4,1,150,0.0
1153.mp4,0,160,0.0
1157.mp4,0,126,0.0
1158.mp4,0,150,0.0
1162.mp4,0,150,1.0
1163.mp4,0,160,4.0
1164.mp4,0,160,4.0
1165.mp4,0,150,3.0
1168.mp4,0,150,2.0
1169.mp4,0,160,1.0
1170.mp4,0,150,0.0
1172.mp4,0,150,2.0
1173.mp4,1,152,0.0
1176.mp4,0,150,2.0
1179.mp4,1,152,1.0
1181.mp4,1,140,2.0
1182.mp4,0,160,2.0
1183.mp4,1,152,1.0
1184.mp4,0,150,4.0
1185.mp4,1,162,3.0
1188.mp4,0,160,2.0
1190.mp4,0,160,0.0
1191.mp4,1,152,4.0
1192.mp4,1,145,4.0
1193.mp4,0,160,0.0
1195.mp4,1,152,0.0
1198.mp4,0,160,2.0
1199.mp4,0,148,0.0
1202.mp4,0,160,4.0
1203.mp4,0,160,2.0
1204.mp4,0,160,1.0
1205.mp4,1,152,2.0
1206.mp4,1,147,4.0
1207.mp4,1,152,0.0
1209.mp4,1,160,2.0
1210.mp4,1,152,3.0
1211.mp4,0,160,0.0
1212.mp4,1,162,3.0
1213.mp4,0,150,2.0
1215.mp4,0,150,4.0
1216.mp4,1,150,0.0
1218.mp4,0,160,2.0
1219.mp4,0,160,3.0
1221.mp4,1,152,4.0
1222.mp4,1,152,1.0
1225.mp4,0,126,1.0
1228.mp4,1,152,1.0
1229.mp4,0,151,2.0
1230.mp4,1,152,3.0
1231.mp4,1,152,2.0
1232.mp4,0,150,3.0
1233.mp4,0,150,0.0
1234.mp4,1,152,3.0
1235.mp4,0,160,1.0
1236.mp4,1,126,0.0
1237.mp4,1,150,1.0
1240.mp4,1,147,0.0
1241.mp4,0,150,4.0
1242.mp4,1,152,3.0
1244.mp4,0,160,1.0
1245.mp4,1,145,2.0
1248.mp4,1,152,2.0
1250.mp4,0,160,0.0
1251.mp4,1,152,4.0
1252.mp4,1,150,3.0
1254.mp4,0,150,3.0
1256.mp4,0,160,2.0
1257.mp4,0,160,4.0
1260.mp4,1,152,2.0
1267.mp4,0,150,2.0
1269.mp4,1,152,2.0
1270.mp4,0,160,4.0
1274.mp4,0,150,3.0
1278.mp4,0,105,2.0
1279.mp4,0,160,1.0
1280.mp4,1,152,1.0
1281.mp4,1,152,3.0
1283.mp4,1,152,1.0
1285.mp4,1,150,4.0
1286.mp4,0,150,4.0
1288.mp4,1,115,1.0
1290.mp4,1,152,3.0
1292.mp4,1,145,4.0
1293.mp4,1,152,1.0
1294.mp4,0,151,1.0
1296.mp4,1,152,4.0
1297.mp4,0,149,0.0
1300.mp4,0,128,3.0
1302.mp4,0,160,3.0
1303.mp4,0,160,3.0
1304.mp4,1,152,2.0
1306.mp4,0,150,2.0
1307.mp4,0,150,3.0
1308.mp4,1,150,2.0
1309.mp4,1,152,1.0
1312.mp4,0,148,4.0
1313.mp4,1,152,0.0
1314.mp4,0,150,4.0
1315.mp4,1,152,4.0
1317.mp4,0,148,2.0
1318.mp4,0,150,4.0
1319.mp4,0,150,2.0
1320.mp4,0,126,1.0
1322.mp4,1,152,4.0
1323.mp4,0,150,1.0
1324.mp4,0,150,2.0
1325.mp4,0,160,1.0
1326.mp4,1,150,1.0
1329.mp4,0,150,0.0
1330.mp4,0,150,2.0
1331.mp4,0,160,3.0
1333.mp4,0,149,4.0
1336.mp4,1,152,2.0
1337.mp4,0,150,3.0
1339.mp4,0,150,4.0
1341.mp4,0,160,0.0
1342.mp4,1,152,4.0
1343.mp4,1,151,2.0
1344.mp4,1,152,2.0
1345.mp4,1,152,3.0
1347.mp4,0,160,0.0
1350.mp4,0,160,2.0
1351.mp4,1,162,0.0
1352.mp4,0,160,1.0
1353.mp4,1,152,1.0
1354.mp4,0,150,4.0
1356.mp4,1,152,0.0
1360.mp4,1,152,3.0
1361.mp4,0,160,0.0
1364.mp4,0,150,4.0
1365.mp4,0,160,4.0
1366.mp4,1,152,3.0
1367.mp4,0,160,4.0
1368.mp4,0,160,3.0
1370.mp4,1,152,3.0
1371.mp4,0,160,0.0
1372.mp4,0,150,2.0
1373.mp4,0,160,1.0
1375.mp4,0,160,4.0
1376.mp4,0,126,1.0
1377.mp4,0,126,0.0
1378.mp4,0,160,2.0
1380.mp4,0,150,2.0
1383.mp4,1,152,4.0
1384.mp4,1,152,4.0
1388.mp4,1,147,3.0
1390.mp4,0,160,4.0
1394.mp4,0,75,2.0
1395.mp4,0,160,3.0
1400.mp4,1,160,2.0
1401.mp4,1,150,4.0
1403.mp4,1,150,2.0
1404.mp4,1,152,3.0
1409.mp4,1,152,1.0
1410.mp4,1,162,1.0
1411.mp4,1,150,0.0
1416.mp4,1,152,2.0
1417.mp4,1,152,0.0
1418.mp4,0,150,1.0
1419.mp4,1,151,4.0
1420.mp4,1,121,3.0
1422.mp4,1,152,4.0
1424.mp4,0,160,4.0
1425.mp4,0,160,4.0
1427.mp4,1,147,0.0
1428.mp4,0,149,3.0
1431.mp4,1,138,4.0
1432.mp4,0,160,1.0
1433.mp4,1,152,3.0
1434.mp4,1,152,2.0
1435.mp4,1,152,2.0
1436.mp4,1,162,1.0
1437.mp4,1,161,3.0
1438.mp4,0,160,0.0
1441.mp4,0,150,3.0
1443.mp4,1,162,4.0
1445.mp4,1,150,2.0
1446.mp4,0,160,3.0
1449.mp4,0,148,3.0
1450.mp4,0,160,0.0
1454.mp4,1,162,2.0
1456.mp4,1,152,1.0
1459.mp4,0,160,1.0
1460.mp4,0,160,0.0
1463.mp4,0,151,4.0
1465.mp4,0,150,3.0
1467.mp4,0,160,3.0
1469.mp4,0,160,1.0
1472.mp4,1,152,2.0
1475.mp4,1,152,4.0
1476.mp4,1,152,3.0
1477.mp4,1,152,0.0
1478.mp4,0,150,3.0
1479.mp4,0,160,2.0
1480.mp4,1,152,2.0
1482.mp4,1,160,3.0
1483.mp4,0,160,3.0
1484.mp4,0,126,4.0
1485.mp4,1,152,1.0
1487.mp4,0,150,3.0
1489.mp4,1,150,1.0
1490.mp4,1,152,2.0
1491.mp4,0,160,4.0
1492.mp4,1,152,0.0
1494.mp4,0,160,1.0
1497.mp4,1,160,3.0
1498.mp4,0,150,0.0
1500.mp4,0,160,3.0
1501.mp4,1,125,1.0
1503.mp4,0,150,4.0
1504.mp4,0,150,4.0
1507.mp4,1,152,3.0
1508.mp4,0,160,3.0
1509.mp4,1,152,3.0
1510.mp4,0,160,0.0
1513.mp4,1,162,0.0
1515.mp4,1,150,2.0
1516.mp4,1,149,1.0
1518.mp4,1,145,3.0
1520.mp4,1,152,3.0
1521.mp4,1,151,4.0
1522.mp4,1,150,0.0
1523.mp4,1,73,1.0
1524.mp4,1,162,1.0
1526.mp4,0,151,4.0
1529.mp4,0,150,2.0
1531.mp4,1,152,3.0
1532.mp4,0,160,2.0
1533.mp4,1,160,2.0
1534.mp4,0,150,0.0
1535.mp4,0,150,2.0
1539.mp4,1,126,2.0
1540.mp4,1,152,2.0
1541.mp4,1,152,1.0
1542.mp4,0,105,1.0
1543.mp4,1,152,3.0
1546.mp4,0,150,0.0
1547.mp4,0,148,2.0
1549.mp4,0,160,0.0
1551.mp4,0,160,2.0
