,fname,xmin,ymin,xmax,ymax,height,width
105,152.mp4,47.271419525146484,344.21795654296875,394.8836669921875,737.2825927734375,853,480
106,154.mp4,121.3909683227539,305.8199768066406,368.25970458984375,561.8898315429688,853,480
107,155.mp4,139.50579833984375,280.74676513671875,333.4185485839844,502.91790771484375,853,480
108,157.mp4,113.39678955078125,365.4349060058594,423.33184814453125,731.7750854492188,853,480
109,164.mp4,117.23503112792969,264.9534606933594,380.10443115234375,558.3292846679688,853,480
110,165.mp4,78.50489044189453,153.4354248046875,342.9294128417969,466.8055419921875,852,480
111,166.mp4,87.41133880615234,486.16876220703125,430.4956359863281,852.0,852,480
112,167.mp4,129.9155731201172,284.4366760253906,398.71270751953125,581.931884765625,854,480
113,168.mp4,132.46255493164062,366.03741455078125,359.72760009765625,609.1474609375,852,480
114,171.mp4,19.94257354736328,252.67633056640625,281.15283203125,620.0872802734375,852,480
115,172.mp4,117.88311767578125,336.1751403808594,350.68072509765625,591.990966796875,853,480
116,173.mp4,172.75469970703125,445.9896240234375,375.54730224609375,708.6608276367188,853,480
117,175.mp4,186.25717163085938,313.3375244140625,377.83636474609375,519.0105590820312,853,480
118,177.mp4,67.10981750488281,95.2142333984375,442.1688537597656,552.889404296875,852,480
119,179.mp4,79.52071380615234,247.5555877685547,429.8937683105469,641.953369140625,852,480
120,180.mp4,85.3456039428711,220.1373291015625,366.5379333496094,530.0431518554688,853,480
121,182.mp4,119.0991439819336,286.02203369140625,371.23248291015625,595.1814575195312,853,480
122,185.mp4,101.3714828491211,248.04330444335938,369.82391357421875,612.7518310546875,853,480
123,189.mp4,14.846036911010742,266.9309387207031,267.7296142578125,599.346435546875,852,480
124,191.mp4,147.03529357910156,320.2477111816406,332.5233459472656,521.1447143554688,853,480
125,192.mp4,14.247942924499512,191.6745147705078,431.04345703125,705.2562255859375,854,480
126,193.mp4,54.8363037109375,181.8267364501953,387.42083740234375,570.825927734375,853,480
127,194.mp4,139.26092529296875,401.80322265625,261.0061950683594,524.3986206054688,852,480
128,195.mp4,123.84063720703125,172.37039184570312,368.7244873046875,435.3681640625,853,480
129,197.mp4,149.20350646972656,249.30288696289062,321.1365051269531,444.88018798828125,853,480
130,198.mp4,90.21295928955078,355.2868347167969,437.0160827636719,749.2117919921875,853,480
131,199.mp4,130.7957763671875,139.362060546875,349.0296936035156,382.0274658203125,853,480
132,203.mp4,288.6769714355469,251.6707000732422,398.7472229003906,387.2489013671875,853,480
133,204.mp4,112.4384536743164,340.5663757324219,267.58331298828125,526.4725952148438,764,480
134,205.mp4,92.53752899169922,165.1852264404297,290.2531433105469,384.2410583496094,853,480
135,207.mp4,66.98772430419922,235.40098571777344,425.6578063964844,673.9821166992188,854,480
136,209.mp4,0.0,268.6239929199219,276.66412353515625,689.3056640625,852,480
137,210.mp4,63.87531280517578,267.5658874511719,315.22021484375,569.9468994140625,853,480
138,211.mp4,56.6953010559082,302.52655029296875,309.8836364746094,607.28466796875,852,480
139,213.mp4,138.50025939941406,273.9871826171875,341.8130798339844,484.59857177734375,853,480
140,217.mp4,31.388029098510742,366.77374267578125,422.4685974121094,844.2145385742188,852,480
141,218.mp4,136.76661682128906,243.99966430664062,398.5161437988281,561.2186279296875,853,480
142,219.mp4,155.8874053955078,220.17974853515625,341.7455749511719,422.16937255859375,853,480
143,222.mp4,83.06928253173828,311.3115539550781,372.7355041503906,698.3648681640625,853,480
144,225.mp4,164.1410369873047,128.8282012939453,356.1059265136719,332.0611572265625,853,480
145,227.mp4,63.51920700073242,327.0208740234375,362.4866638183594,695.5104370117188,852,480
146,229.mp4,31.222536087036133,157.47132873535156,381.0163269042969,577.781982421875,853,480
147,231.mp4,139.528564453125,273.5142822265625,359.4042053222656,515.167724609375,853,480
148,236.mp4,161.48715209960938,157.6068115234375,279.8846130371094,298.73553466796875,853,480
149,238.mp4,159.5115966796875,166.65138244628906,376.5919494628906,395.0098571777344,853,480
150,240.mp4,107.50614929199219,259.15496826171875,322.93365478515625,509.2437438964844,853,480
151,241.mp4,106.63169860839844,128.79638671875,351.5273742675781,398.0108947753906,853,480
152,242.mp4,159.739013671875,191.8927459716797,305.07916259765625,352.4748840332031,853,480
153,243.mp4,29.18527603149414,160.72052001953125,333.64501953125,505.9342956542969,853,480
154,244.mp4,139.4171142578125,165.2017364501953,390.55804443359375,435.7507019042969,853,480
155,246.mp4,104.97665405273438,490.3067321777344,348.947998046875,701.555419921875,852,480
156,247.mp4,26.24683952331543,202.19740295410156,395.1800231933594,635.844970703125,853,480
157,248.mp4,123.843994140625,156.9029083251953,380.161376953125,478.5894775390625,646,480
158,249.mp4,112.6065673828125,241.88302612304688,381.42291259765625,537.5133056640625,854,480
159,251.mp4,112.6065673828125,241.88302612304688,381.42291259765625,537.5133056640625,854,480
160,252.mp4,34.416107177734375,260.3761291503906,384.69403076171875,633.119384765625,852,480
161,253.mp4,149.23757934570312,115.68421936035156,372.93817138671875,375.2517395019531,852,480
162,254.mp4,95.83106231689453,370.44305419921875,435.394287109375,766.1141967773438,852,480
163,255.mp4,53.32795333862305,229.01524353027344,440.8406677246094,635.6580200195312,853,480
164,256.mp4,59.9088134765625,416.4970703125,327.3956298828125,694.9473266601562,853,480
165,257.mp4,96.99979400634766,237.26869201660156,362.4618225097656,536.3718872070312,853,480
166,258.mp4,47.13824462890625,149.5273895263672,257.9219055175781,416.00091552734375,852,480
167,259.mp4,101.56024169921875,209.78411865234375,353.7284851074219,531.236083984375,853,480
168,260.mp4,139.38092041015625,273.8914794921875,354.2245788574219,523.1422729492188,853,480
169,261.mp4,106.2516098022461,203.50860595703125,337.81195068359375,454.8112487792969,853,480
170,262.mp4,149.23757934570312,115.68421936035156,372.93817138671875,375.2517395019531,852,480
171,264.mp4,132.48788452148438,387.0636901855469,261.9246826171875,541.9763793945312,852,480
172,265.mp4,32.8046760559082,312.60992431640625,377.30767822265625,721.462890625,852,480
173,267.mp4,200.70086669921875,85.3817138671875,262.4079895019531,157.67886352539062,270,480
174,268.mp4,112.1330337524414,210.759521484375,380.01568603515625,482.83502197265625,852,480
175,269.mp4,63.412837982177734,194.12376403808594,409.2920837402344,584.314697265625,853,480
176,270.mp4,39.75477981567383,296.76141357421875,416.02374267578125,769.613037109375,852,480
177,272.mp4,60.38210678100586,386.88592529296875,323.9454345703125,657.5029296875,855,480
178,274.mp4,133.45726013183594,293.5272521972656,347.8891296386719,548.6024780273438,853,480
179,275.mp4,125.05599975585938,219.04757690429688,379.0999755859375,484.5135192871094,853,480
180,279.mp4,63.83011245727539,214.13771057128906,394.1326904296875,570.4134521484375,853,480
181,281.mp4,131.44131469726562,259.00457763671875,480.0,712.4146118164062,852,480
182,284.mp4,66.18933868408203,146.08367919921875,309.9002685546875,401.7072448730469,853,480
183,285.mp4,149.17515563964844,174.64663696289062,349.13525390625,402.966064453125,853,480
184,287.mp4,103.52942657470703,315.7123107910156,341.3858337402344,586.41162109375,853,480
185,288.mp4,58.04053497314453,353.9934387207031,359.70257568359375,677.1124267578125,853,480
186,290.mp4,136.8306427001953,201.64491271972656,379.1961364746094,446.2607116699219,853,480
187,292.mp4,171.9091796875,306.9954833984375,364.071044921875,528.8524780273438,853,480
188,295.mp4,81.85368347167969,179.02561950683594,341.4305114746094,498.33184814453125,854,480
189,296.mp4,0.0,144.1111602783203,287.3926696777344,518.5964965820312,859,480
190,298.mp4,117.8730697631836,163.70144653320312,355.97625732421875,420.1329345703125,853,480
191,299.mp4,132.25918579101562,249.31851196289062,375.47125244140625,509.1268005371094,853,480
192,304.mp4,95.4561996459961,367.3016052246094,281.90887451171875,573.8609619140625,853,480
193,306.mp4,null,null,null,null,852,480
194,307.mp4,26.408275604248047,356.7159118652344,219.8638458251953,615.431884765625,853,480
195,308.mp4,70.21849822998047,263.00897216796875,368.4087829589844,620.1630249023438,853,480
196,309.mp4,63.713165283203125,339.3773193359375,368.7508544921875,651.2144165039062,853,480
197,310.mp4,78.1252670288086,361.4201354980469,393.1773376464844,724.7376098632812,852,480
198,312.mp4,40.32075500488281,164.08285522460938,336.3270568847656,532.9364624023438,853,480
199,313.mp4,37.72072982788086,221.15846252441406,480.0,747.0220947265625,852,480
200,314.mp4,48.10432434082031,275.03619384765625,405.5010986328125,689.15771484375,853,480
201,316.mp4,130.33018493652344,223.1409454345703,358.26727294921875,468.9632568359375,853,480
202,317.mp4,151.15072631835938,304.2098693847656,334.9986572265625,494.269775390625,853,480
203,322.mp4,145.61659240722656,171.0577392578125,341.5704040527344,372.59600830078125,852,480
204,326.mp4,140.1055450439453,397.4413757324219,339.0733642578125,632.2677612304688,853,480
205,327.mp4,87.76374053955078,190.7071533203125,292.1517639160156,408.9595031738281,853,480
206,328.mp4,146.66891479492188,355.33392333984375,399.76422119140625,683.1900024414062,853,480
207,329.mp4,177.97042846679688,302.5865783691406,354.4593505859375,501.44061279296875,853,480
208,332.mp4,192.7155303955078,215.2736053466797,350.0786437988281,396.2785949707031,854,480
209,333.mp4,150.4611053466797,380.95904541015625,380.144287109375,648.86181640625,853,480
210,334.mp4,124.93482971191406,162.76841735839844,358.1938171386719,417.5409851074219,852,480
211,336.mp4,147.69937133789062,320.7896728515625,337.0000305175781,521.8096923828125,853,480
212,337.mp4,108.83712005615234,356.6156005859375,405.12481689453125,656.3054809570312,853,480
213,339.mp4,157.68948364257812,225.967041015625,338.2538146972656,436.46514892578125,852,480
214,340.mp4,10.89194393157959,152.83489990234375,432.4247741699219,669.097412109375,864,480
215,341.mp4,122.97518157958984,275.1346130371094,349.23681640625,512.6824951171875,853,480
216,343.mp4,131.67483520507812,191.2969512939453,363.44708251953125,454.0692138671875,853,480
217,344.mp4,61.68382263183594,215.56842041015625,395.50189208984375,568.4945068359375,852,480
218,345.mp4,120.41268157958984,340.63311767578125,383.8350830078125,683.9378051757812,853,480
219,346.mp4,46.77661895751953,176.700439453125,356.9460754394531,527.2552490234375,853,480
220,349.mp4,39.99287033081055,262.7812805175781,398.16705322265625,671.4192504882812,853,480
221,350.mp4,111.75658416748047,266.8788146972656,345.1496276855469,546.4061889648438,852,480
222,351.mp4,214.15646362304688,107.70367431640625,279.8105773925781,173.9011688232422,270,480
223,353.mp4,154.67994689941406,145.45835876464844,384.9852600097656,406.0712890625,853,480
224,354.mp4,117.26441192626953,266.6285095214844,381.8465270996094,579.2072143554688,853,480
225,356.mp4,125.57210540771484,275.7800598144531,328.7291564941406,527.6002807617188,853,480
226,359.mp4,115.00509643554688,262.15411376953125,379.2374572753906,551.134521484375,853,480
227,361.mp4,158.9990234375,219.83106994628906,349.79150390625,418.43463134765625,853,480
228,363.mp4,93.0343246459961,308.3106994628906,428.3793029785156,680.8287353515625,853,480
229,365.mp4,126.36161041259766,287.23443603515625,380.97271728515625,573.2904052734375,852,480
230,366.mp4,131.39981079101562,300.02471923828125,379.67010498046875,535.5062255859375,853,480
231,367.mp4,null,null,null,null,853,480
232,369.mp4,221.0797119140625,334.3410339355469,403.2713623046875,534.33740234375,853,480
233,371.mp4,67.39833068847656,286.7310485839844,386.96038818359375,662.916748046875,852,480
234,372.mp4,34.680912017822266,282.2015380859375,273.0294494628906,585.1063842773438,853,480
235,373.mp4,169.14813232421875,337.0361328125,389.6832580566406,602.4867553710938,853,480
236,374.mp4,165.056396484375,301.8550720214844,318.0066223144531,462.1007995605469,853,480
237,375.mp4,59.27769470214844,204.044189453125,349.63311767578125,513.6180419921875,853,480
238,376.mp4,127.22213745117188,395.661376953125,378.2893371582031,701.0909423828125,853,480
239,379.mp4,155.81805419921875,263.8563537597656,322.1730041503906,443.2642822265625,853,480
240,382.mp4,116.75028991699219,292.525390625,344.9517517089844,565.076416015625,853,480
241,383.mp4,51.0283317565918,168.00657653808594,278.2581787109375,482.2207946777344,853,480
242,385.mp4,175.47073364257812,331.0021667480469,392.39886474609375,585.5726318359375,853,480
243,386.mp4,35.17411804199219,266.61328125,398.67303466796875,691.8681640625,853,480
244,388.mp4,104.2911148071289,259.5000305175781,386.45379638671875,569.4743041992188,853,480
245,389.mp4,43.23115921020508,195.2617950439453,375.87335205078125,530.3458862304688,853,480
246,391.mp4,154.09231567382812,322.7666015625,335.1785583496094,519.64501953125,853,480
247,393.mp4,73.5621109008789,174.88526916503906,389.7472839355469,576.9390869140625,853,480
248,395.mp4,92.63008117675781,91.24784088134766,361.4693908691406,350.0121154785156,853,480
249,396.mp4,64.13592529296875,272.12567138671875,353.9696960449219,589.7883911132812,852,480
250,398.mp4,142.5296173095703,248.38345336914062,407.54449462890625,552.7386474609375,853,480
251,399.mp4,84.9558334350586,139.65235900878906,374.9096984863281,450.25335693359375,854,480
252,401.mp4,56.049400329589844,234.22372436523438,460.4198913574219,750.8359985351562,853,480
253,402.mp4,162.24945068359375,313.47003173828125,362.666259765625,513.6422119140625,853,480
254,405.mp4,126.69482421875,309.5419921875,453.96136474609375,670.6640014648438,852,480
255,407.mp4,73.67608642578125,310.6246643066406,307.9330139160156,618.9557495117188,853,480
256,408.mp4,47.40492248535156,220.12733459472656,257.1724853515625,509.5481262207031,853,480
257,409.mp4,137.07957458496094,296.8054504394531,338.3874206542969,498.22906494140625,853,480
258,413.mp4,12.761183738708496,298.4400634765625,393.10626220703125,743.0364379882812,853,480
259,414.mp4,171.72586059570312,182.19534301757812,384.2748718261719,399.48028564453125,853,480
260,416.mp4,92.78479766845703,151.55776977539062,307.3170166015625,365.0293884277344,853,480
261,417.mp4,100.00147247314453,226.5235595703125,449.3143615722656,570.4710083007812,853,480
262,418.mp4,124.93482971191406,162.76841735839844,358.1938171386719,417.5409851074219,852,480
263,421.mp4,61.90849304199219,217.72991943359375,362.0845947265625,575.5931396484375,853,480
264,422.mp4,99.34249877929688,357.44384765625,415.3544921875,722.8012084960938,1065,480
265,423.mp4,90.91532135009766,230.85548400878906,414.2787170410156,643.0050048828125,853,480
266,424.mp4,183.44467163085938,342.265380859375,368.9401550292969,536.0520629882812,853,480
267,425.mp4,111.8505859375,157.45779418945312,348.9815979003906,414.61328125,853,480
268,426.mp4,91.06062316894531,275.3674621582031,377.1601257324219,581.0699462890625,864,480
269,428.mp4,111.6844482421875,406.17474365234375,424.2486267089844,752.3125,854,480
270,429.mp4,81.35699462890625,222.90118408203125,401.3059387207031,605.5239868164062,852,480
271,430.mp4,135.71649169921875,172.4533233642578,373.0007019042969,422.8354187011719,853,480
272,431.mp4,39.102783203125,295.2342224121094,417.8304748535156,771.4743041992188,852,480
273,432.mp4,177.15139770507812,319.1578369140625,398.66851806640625,533.2047119140625,853,480
274,433.mp4,145.2498016357422,143.51742553710938,356.0079345703125,381.1537170410156,853,480
275,434.mp4,156.3007354736328,269.8037109375,323.1748046875,449.1291198730469,852,480
276,435.mp4,16.836360931396484,308.84503173828125,436.66534423828125,832.8964233398438,852,480
277,438.mp4,66.18318176269531,302.78314208984375,434.3661193847656,781.5511474609375,853,480
278,439.mp4,120.08472442626953,369.87322998046875,417.0750732421875,722.4683227539062,852,480
279,440.mp4,116.76874542236328,280.7956848144531,373.8682556152344,555.2330932617188,853,480
280,441.mp4,111.1432113647461,250.24514770507812,362.38031005859375,536.8109741210938,853,480
281,444.mp4,134.18020629882812,261.5956726074219,337.72686767578125,503.5022888183594,853,480
282,446.mp4,107.58160400390625,174.28604125976562,348.2958679199219,437.552001953125,852,480
283,447.mp4,38.540496826171875,189.5079345703125,343.3193359375,529.4872436523438,853,480
284,448.mp4,242.57464599609375,280.2325744628906,464.55419921875,541.4837036132812,854,480
285,452.mp4,108.17996978759766,148.93115234375,344.60211181640625,439.4593505859375,480,480
286,453.mp4,63.99183654785156,239.53274536132812,352.38653564453125,576.6345825195312,853,480
287,454.mp4,113.49816131591797,308.32293701171875,350.1033020019531,514.8283081054688,852,480
288,455.mp4,6.062206268310547,189.24630737304688,347.98016357421875,628.5452880859375,852,480
289,456.mp4,83.21644592285156,232.20799255371094,367.4361267089844,533.7301635742188,852,480
290,457.mp4,145.39463806152344,263.27984619140625,452.532958984375,702.1011962890625,853,480
291,458.mp4,86.7134017944336,133.46238708496094,378.2435607910156,479.1845703125,853,480
292,459.mp4,125.70606231689453,137.3675994873047,339.790283203125,370.5507507324219,853,480
293,461.mp4,103.36409759521484,324.3103942871094,394.07513427734375,621.704345703125,853,480
294,462.mp4,107.21160125732422,165.50485229492188,366.4327392578125,429.09124755859375,852,480
295,463.mp4,137.1510772705078,314.2527770996094,358.112060546875,545.2216796875,853,480
296,464.mp4,89.6375732421875,385.09039306640625,422.7752990722656,769.9595336914062,853,480
297,465.mp4,86.7134017944336,133.46238708496094,378.2435607910156,479.1845703125,853,480
298,467.mp4,127.84880828857422,295.8273620605469,382.6668701171875,583.8555908203125,852,480
299,468.mp4,192.897705078125,171.00010681152344,325.1687927246094,328.2811279296875,854,480
300,469.mp4,25.539636611938477,271.32183837890625,438.9515686035156,767.5817260742188,853,480
301,470.mp4,126.91413879394531,134.30763244628906,378.5343017578125,428.8990478515625,640,480
302,471.mp4,134.68283081054688,111.44938659667969,309.9433288574219,327.09271240234375,853,480
303,472.mp4,160.22840881347656,254.3787078857422,335.21246337890625,453.3320617675781,853,480
304,473.mp4,139.72332763671875,403.31005859375,365.95587158203125,666.545654296875,855,480
305,477.mp4,151.0406036376953,141.322998046875,365.578369140625,413.5739440917969,853,480
306,478.mp4,114.70903015136719,146.92617797851562,345.9283447265625,407.0408935546875,853,480
307,480.mp4,117.01451873779297,168.27891540527344,369.0479736328125,436.1146240234375,853,480
308,483.mp4,73.49700164794922,209.96096801757812,441.6716003417969,611.278564453125,852,480
309,485.mp4,78.50489044189453,153.4354248046875,342.9294128417969,466.8055419921875,852,480
310,489.mp4,147.37179565429688,200.08091735839844,398.3152770996094,458.53656005859375,854,480
311,490.mp4,87.09939575195312,235.63621520996094,413.7554931640625,623.0850219726562,854,480
312,491.mp4,98.07929229736328,280.9895935058594,364.7911376953125,593.7501831054688,854,480
313,492.mp4,79.59020233154297,310.1472473144531,343.5810852050781,619.091552734375,853,480
314,493.mp4,141.3408660888672,307.3220520019531,331.8526916503906,522.8861083984375,853,480
315,494.mp4,100.67848205566406,439.5146789550781,351.921142578125,711.8526611328125,853,480
316,495.mp4,91.29185485839844,295.19366455078125,419.0788879394531,626.5045776367188,852,480
317,497.mp4,143.767822265625,331.0768737792969,325.9482727050781,533.3278198242188,853,480
318,501.mp4,123.07791900634766,284.1446228027344,370.4365539550781,578.4196166992188,853,480
319,504.mp4,91.23387145996094,307.5317077636719,356.1459045410156,483.0602722167969,853,480
320,506.mp4,115.80235290527344,271.49114990234375,314.5294494628906,483.27972412109375,853,480
321,508.mp4,94.84825134277344,332.63140869140625,369.8315124511719,606.1219482421875,854,480
